movie,production_budget,worldwide_gross,profit_percent,genres,release_year,month,tconst
Scott Pilgrim vs. The World,85000000,48056764,-43.46,"['Action', 'Comedy', 'Fantasy']",2010,8,tt0446029
The Greatest Showman,84000000,386665550,360.32,"['Biography', 'Drama', 'Musical']",2017,12,tt1485796
RED 2,84000000,141507355,68.46,"['Action', 'Comedy', 'Crime']",2013,7,tt1821694
The Expendables,82000000,268268174,227.16,"['Action', 'Adventure', 'Thriller']",2010,8,tt1320253
The Hunger Games,80000000,677923379,747.4,"['Action', 'Adventure', 'Sci-Fi']",2012,3,tt1392170
The Hangover Part II,80000000,586464305,633.08,"['Comedy', 'Mystery']",2011,5,tt1411697
The Lego Batman Movie,80000000,310660018,288.33,"['Action', 'Animation', 'Comedy']",2017,2,tt4116284
Hotel Transylvania 2,80000000,469500298,486.88,"['Animation', 'Comedy', 'Family']",2015,9,tt2510894
Grown Ups 2,80000000,247023808,208.78,['Comedy'],2013,7,tt2191701
Alvin and the Chipmunks: Chipwrecked,80000000,349088523,336.36,"['Adventure', 'Animation', 'Comedy']",2011,12,tt1615918
Shutter Island,80000000,299461782,274.33,"['Mystery', 'Thriller']",2010,2,tt1130884
Just Go With It,80000000,214974953,168.72,"['Comedy', 'Romance']",2011,2,tt1564367
Yogi Bear,80000000,204774690,155.97,"['Adventure', 'Animation', 'Comedy']",2010,12,tt1302067
The Book of Eli,80000000,158750817,98.44,"['Action', 'Adventure', 'Drama']",2010,1,tt1037705
Fury,80000000,210315681,162.89,"['Action', 'Drama', 'War']",2014,10,tt2713180
Smallfoot,80000000,213691277,167.11,"['Adventure', 'Animation', 'Comedy']",2018,9,tt6182908
Zookeeper,80000000,170805525,113.51,"['Comedy', 'Family', 'Romance']",2011,7,tt1222817
The Secret Life of Pets 2,80000000,113351496,41.69,"['Adventure', 'Animation', 'Comedy']",2019,6,tt5113040
The Last Witch Hunter,80000000,130818912,63.52,"['Action', 'Adventure', 'Fantasy']",2015,10,tt1618442
Pompeii,80000000,108469033,35.59,"['Action', 'Adventure', 'Drama']",2014,2,tt1921064
Journey 2: The Mysterious Island,79000000,318146162,302.72,"['Action', 'Adventure', 'Comedy']",2012,2,tt1397514
Jack and Jill,79000000,150519217,90.53,['Comedy'],2011,11,tt0810913
Cloudy with a Chance of Meatballs 2,78000000,274392649,251.79,"['Adventure', 'Animation', 'Comedy']",2013,9,tt1985966
The Little Prince,77500000,102028919,31.65,['Documentary'],2016,2,tt5317732
The Equalizer 2,77000000,190453132,147.34,"['Action', 'Crime', 'Thriller']",2018,7,tt3766354
Sing,75000000,634454789,745.94,"['Animation', 'Comedy', 'Family']",2016,12,tt3470600
Grown Ups,75000000,272223430,262.96,['Comedy'],2010,6,tt1375670
Now You See Me,75000000,342769200,357.03,"['Crime', 'Mystery', 'Thriller']",2013,5,tt1670345
Christopher Robin,75000000,197504758,163.34,"['Adventure', 'Animation', 'Comedy']",2018,8,tt4575576
Immortals,75000000,211562435,182.08,"['Action', 'Drama', 'Fantasy']",2011,11,tt1253864
Killers,75000000,95572749,27.43,"['Action', 'Comedy', 'Romance']",2010,6,tt1103153
The Man From U.N.C.L.E.,75000000,104949584,39.93,"['Action', 'Adventure', 'Comedy']",2015,8,tt1638355
Sucker Punch,75000000,89758389,19.68,"['Action', 'Adventure', 'Fantasy']",2011,3,tt0978764
Inferno,75000000,219519367,192.69,"['Action', 'Adventure', 'Crime']",2016,10,tt3062096
The SpongeBob Movie: Sponge Out of Water,74000000,311013181,320.29,"['Adventure', 'Animation', 'Comedy']",2015,2,tt2279373
The Angry Birds Movie,73000000,352327887,382.64,"['Action', 'Animation', 'Comedy']",2016,5,tt1985949
Olympus Has Fallen,70000000,172878928,146.97,"['Action', 'Thriller']",2013,3,tt2302755
Battle: Los Angeles,70000000,213463976,204.95,"['Action', 'Sci-Fi']",2011,3,tt1217613
War Horse,70000000,156815529,124.02,"['Drama', 'History', 'War']",2011,12,tt1568911
The Monuments Men,70000000,158702748,126.72,"['Comedy', 'Drama', 'History']",2014,2,tt2177771
Storks,70000000,183353431,161.93,"['Adventure', 'Animation', 'Comedy']",2016,9,tt4624424
Underworld: Awakening,70000000,160379930,129.11,"['Action', 'Fantasy', 'Horror']",2012,1,tt1496025
The Lego Ninjago Movie,70000000,122737201,75.34,"['Action', 'Adventure', 'Animation']",2017,9,tt3014284
Dracula Untold,70000000,220241723,214.63,"['Action', 'Drama', 'Fantasy']",2014,10,tt0829150
The Dilemma,70000000,70546865,0.78,"['Comedy', 'Drama']",2011,1,tt1578275
Rock of Ages,70000000,61031932,-12.81,"['Comedy', 'Drama', 'Musical']",2012,6,tt1336608
The Finest Hours,70000000,49252761,-29.64,"['Action', 'Drama', 'History']",2016,1,tt2025690
Escape Plan,70000000,103735965,48.19,"['Action', 'Crime', 'Mystery']",2013,10,tt1211956
Killer Elite,70000000,65409046,-6.56,"['Action', 'Crime', 'Thriller']",2011,9,tt1448755
The Legend of Hercules,70000000,58953319,-15.78,"['Action', 'Adventure', 'Fantasy']",2014,1,tt1043726
Blackhat,70000000,19665004,-71.91,"['Action', 'Crime', 'Thriller']",2015,1,tt2717822
Despicable Me,69000000,543464573,687.63,"['Animation', 'Comedy', 'Family']",2010,7,tt1323594
Dinner for Schmucks,69000000,86796502,25.79,['Comedy'],2010,7,tt0427152
Red Sparrow,69000000,145951861,111.52,"['Action', 'Drama', 'Thriller']",2018,3,tt2873282
Ted 2,68000000,217214143,219.43,['Comedy'],2015,6,tt2637276
Hall Pass,68000000,87173475,28.2,"['Comedy', 'Romance']",2011,2,tt0480687
Downsizing,68000000,54462971,-19.91,"['Drama', 'Sci-Fi']",2017,12,tt1389072
Abraham Lincoln: Vampire Hunter,67500000,137489730,103.69,"['Action', 'Fantasy', 'Horror']",2012,6,tt1611224
Need for Speed,66000000,194169619,194.2,"['Action', 'Crime', 'Thriller']",2014,3,tt2369135
Lincoln,65000000,273346281,320.53,"['Biography', 'Drama', 'History']",2012,11,tt0443272
Hotel Transylvania 3: Summer Vacation,65000000,527079962,710.89,"['Adventure', 'Animation', 'Comedy']",2018,7,tt5220122
Unbroken,65000000,163527824,151.58,"['Biography', 'Drama', 'Sport']",2014,12,tt1809398
Spy!,65000000,232585748,257.82,"['Action', 'Comedy', 'Crime']",2015,6,tt3079380
Due Date,65000000,211739043,225.75,"['Adventure', 'Comedy']",2010,11,tt1231583
Annie,65000000,139829625,115.12,"['Comedy', 'Drama', 'Family']",2014,12,tt1823664
The Dictator,65000000,180148897,177.15,['Comedy'],2012,5,tt1645170
This Means War,65000000,156974557,141.5,"['Action', 'Comedy', 'Romance']",2012,2,tt1596350
Focus,65000000,168065700,158.56,"['Comedy', 'Crime', 'Drama']",2015,2,tt2381941
Red Dawn,65000000,48164150,-25.9,"['Action', 'Sci-Fi', 'Thriller']",2012,11,tt1234719
Everest,65000000,221297061,240.46,"['Action', 'Adventure', 'Biography']",2015,9,tt2719848
Resident Evil: Retribution,65000000,240647629,270.23,"['Action', 'Horror', 'Sci-Fi']",2012,9,tt1855325
"I, Frankenstein",65000000,74575290,14.73,"['Action', 'Fantasy', 'Horror']",2014,1,tt1418377
Sin City: A Dame to Kill For,65000000,40650842,-37.46,"['Crime', 'Thriller']",2014,8,tt0458481
Live by Night,65000000,21774432,-66.5,"['Action', 'Crime', 'Drama']",2016,12,tt2361317
Hop,63000000,188657593,199.46,"['Adventure', 'Animation', 'Comedy']",2011,4,tt1411704
American Assassin,63000000,68310140,8.43,"['Action', 'Thriller']",2017,9,tt1961175
The Hateful Eight,62000000,147864886,138.49,"['Crime', 'Drama', 'Mystery']",2015,12,tt3460252
Gone Girl,61000000,368567189,504.21,"['Drama', 'Mystery', 'Thriller']",2014,10,tt2267998
Maze Runner: The Scorch Trials,61000000,310566162,409.12,"['Action', 'Sci-Fi', 'Thriller']",2015,9,tt4046784
2 Guns,61000000,132493015,117.2,"['Action', 'Comedy', 'Crime']",2013,8,tt1272878
The Lego Movie,60000000,457729388,662.88,"['Action', 'Adventure', 'Animation']",2014,2,tt1490017
Sully,60000000,238524556,297.54,"['Biography', 'Drama']",2016,9,tt3263904
Red,60000000,196439693,227.4,"['Action', 'Comedy', 'Crime']",2010,10,tt1245526
Eat Pray Love,60000000,206598789,244.33,"['Drama', 'Romance']",2010,8,tt0879870
Jack Reacher,60000000,217370736,262.28,"['Action', 'Crime', 'Thriller']",2012,12,tt0790724
Contagion,60000000,137551594,129.25,"['Action', 'Drama', 'Thriller']",2011,9,tt1598778
London Has Fallen,60000000,195194085,225.32,"['Action', 'Thriller']",2016,3,tt3300542
Hellboy,50000000,40725492,-18.55,"['Action', 'Adventure', 'Fantasy']",2019,4,tt2274648
Jack Reacher: Never Go Back,60000000,159946489,166.58,"['Action', 'Thriller']",2016,10,tt3393786
Baywatch,60000000,175863783,193.11,"['Action', 'Comedy', 'Crime']",2017,5,tt1469304
Joy,60000000,101134059,68.56,['Drama'],2015,12,tt2446980
ParaNorman,60000000,108119662,80.2,"['Adventure', 'Animation', 'Comedy']",2012,8,tt1623288
The Boxtrolls,60000000,111946251,86.58,"['Adventure', 'Animation', 'Comedy']",2014,9,tt0787474
The Dark Tower,60000000,113461527,89.1,"['Action', 'Adventure', 'Fantasy']",2017,8,tt1648190
Jack Ryan: Shadow Recruit,60000000,131377412,118.96,"['Action', 'Drama', 'Thriller']",2014,1,tt1205537
Vice,60000000,70883171,18.14,"['Biography', 'Comedy', 'Drama']",2018,12,tt6266538
Gangster Squad,60000000,104100903,73.5,"['Action', 'Crime', 'Drama']",2013,1,tt1321870
Smurfs: The Lost Village,60000000,197578586,229.3,"['Adventure', 'Animation', 'Comedy']",2017,4,tt2398241
First Man,60000000,105203825,75.34,"['Biography', 'Drama', 'History']",2018,10,tt1213641
Edge of Darkness,60000000,82812456,38.02,"['Crime', 'Drama', 'Mystery']",2010,1,tt1226273
Trouble with the Curve,60000000,47818913,-20.3,"['Drama', 'Sport']",2012,9,tt2083383
Cold Pursuit,60000000,62599159,4.33,"['Action', 'Crime', 'Drama']",2019,2,tt5719748
The Mortal Instruments: City of Bones,60000000,75965567,26.61,"['Action', 'Fantasy', 'Horror']",2013,8,tt1538403
Priest,60000000,84154026,40.26,"['Action', 'Adventure', 'Fantasy']",2011,5,tt0822847
Rock Dog,60000000,24148488,-59.75,"['Adventure', 'Animation', 'Comedy']",2017,2,tt2822672
Mortdecai,60000000,30396134,-49.34,"['Action', 'Comedy', 'Crime']",2015,1,tt3045616
Sherlock Gnomes,59000000,87527651,48.35,"['Adventure', 'Animation', 'Comedy']",2018,3,tt2296777
The Kid Who Would Be King,59000000,28348446,-51.95,"['Action', 'Adventure', 'Family']",2019,1,tt6811018
Goosebumps,58000000,158905324,173.97,"['Adventure', 'Comedy', 'Family']",2015,10,tt1051904
Red Tails,58000000,50365498,-13.16,"['Action', 'Adventure', 'Drama']",2012,1,tt0485985
The Internship,58000000,93672764,61.5,['Comedy'],2013,6,tt2234155
Life,58000000,100929666,74.02,"['Horror', 'Sci-Fi', 'Thriller']",2017,3,tt5442430
Resident Evil: Afterlife,57500000,295874190,414.56,"['Action', 'Adventure', 'Horror']",2010,9,tt1220634
That's My Boy,57500000,58085235,1.02,['Comedy'],2012,6,tt1232200
Ghost Rider: Spirit of Vengeance,57000000,149217355,161.78,"['Action', 'Fantasy', 'Thriller']",2012,2,tt1071875
Into the Woods,56200000,213116401,279.21,"['Adventure', 'Comedy', 'Drama']",2014,12,tt2180411
Fifty Shades Darker,55000000,381398492,593.45,"['Drama', 'Romance']",2017,2,tt4465564
Captain Phillips,55000000,220648184,301.18,"['Biography', 'Drama', 'Thriller']",2013,10,tt1535109
Murder on the Orient Express,55000000,345922730,528.95,"['Crime', 'Drama', 'Mystery']",2017,11,tt3402236
The Equalizer,55000000,192903624,250.73,"['Action', 'Crime', 'Thriller']",2014,9,tt0455944
Fifty Shades Freed,55000000,371350619,575.18,"['Drama', 'Romance', 'Thriller']",2018,2,tt4477536
Date Night,55000000,152269033,176.85,"['Comedy', 'Crime', 'Romance']",2010,4,tt1279935
Paddington,55000000,258789097,370.53,"['Adventure', 'Comedy', 'Family']",2015,1,tt1109624
Free Birds,55000000,110387072,100.7,"['Adventure', 'Animation', 'Comedy']",2013,11,tt1621039
Muppets Most Wanted,55000000,79312301,44.2,"['Adventure', 'Comedy', 'Crime']",2014,3,tt2281587
Kubo and the Two Strings,55000000,77548122,41.0,"['Action', 'Adventure', 'Animation']",2016,8,tt4302938
Burlesque,55000000,90552675,64.64,"['Drama', 'Music', 'Musical']",2010,11,tt1126591
The Watch,55000000,67130045,22.05,"['Action', 'Comedy', 'Horror']",2012,7,tt1298649
Annihilation,55000000,43070915,-21.69,"['Adventure', 'Drama', 'Horror']",2018,2,tt2798920
Crimson Peak,55000000,74966854,36.3,"['Drama', 'Fantasy', 'Horror']",2015,10,tt2554274
The Pirates! Band of Misfits,55000000,136143605,147.53,"['Adventure', 'Animation', 'Comedy']",2012,4,tt1430626
Bullet to the Head,55000000,22597969,-58.91,"['Action', 'Crime', 'Thriller']",2013,2,tt1308729
Shaft,30000000,600000,-98.0,"['Action', 'Comedy', 'Crime']",2019,6,tt4463894
Black Mass,53000000,98837872,86.49,"['Biography', 'Crime', 'Drama']",2015,9,tt1355683
Zero Dark Thirty,52500000,134612435,156.4,"['Drama', 'Thriller']",2012,12,tt1790885
Valentine's Day,52000000,217569328,318.4,"['Comedy', 'Romance']",2010,2,tt0817230
The Change-Up,52000000,75997067,46.15,"['Comedy', 'Fantasy']",2011,8,tt1488555
From Paris With Love,52000000,53139168,2.19,"['Action', 'Crime', 'Thriller']",2010,2,tt1179034
Alpha,51000000,99624873,95.34,"['Adventure', 'Drama', 'Family']",2018,8,tt4244998
The Adjustment Bureau,50200000,126931325,152.85,"['Romance', 'Sci-Fi', 'Thriller']",2011,3,tt1385826
22 Jump Street,50000000,331333876,562.67,"['Action', 'Comedy', 'Crime']",2014,6,tt2294449
Central Intelligence,50000000,217194805,334.39,"['Action', 'Comedy', 'Crime']",2016,6,tt1489889
Anchorman 2: The Legend Continues,50000000,172185754,244.37,['Comedy'],2013,12,tt1229340
Super 8,50000000,257972745,415.95,"['Mystery', 'Sci-Fi', 'Thriller']",2011,6,tt1650062
Creed II,50000000,213591522,327.18,"['Drama', 'Sport']",2018,11,tt6343314
Peter Rabbit,50000000,347136477,594.27,"['Adventure', 'Animation', 'Comedy']",2018,2,tt5117670
The Mule,50000000,170857676,241.72,"['Crime', 'Drama', 'Thriller']",2018,12,tt7959026
Non-Stop,50000000,222383055,344.77,"['Action', 'Mystery', 'Thriller']",2014,2,tt2024469
The Emoji Movie,50000000,216562312,333.12,"['Adventure', 'Animation', 'Comedy']",2017,7,tt4877122
"Crazy, Stupid, Love",50000000,147142328,194.28,"['Comedy', 'Drama', 'Romance']",2011,7,tt1570728
The Post,50000000,179748880,259.5,"['Biography', 'Drama', 'History']",2017,12,tt6294822
We Bought a Zoo,50000000,118729073,137.46,"['Comedy', 'Drama', 'Family']",2011,12,tt1389137
Moneyball,50000000,111300835,122.6,"['Biography', 'Drama', 'Sport']",2011,9,tt1210166
American Reunion,50000000,236799211,373.6,['Comedy'],2012,4,tt1605630
Hansel & Gretel: Witch Hunters,50000000,214949716,329.9,"['Action', 'Fantasy', 'Horror']",2013,1,tt1428538
I am Number Four,50000000,146195159,192.39,"['Action', 'Adventure', 'Sci-Fi']",2011,2,tt1464540
American Made,50000000,135569212,171.14,"['Action', 'Biography', 'Comedy']",2017,9,tt3532216
The Book of Life,50000000,97651543,95.3,"['Adventure', 'Animation', 'Comedy']",2014,10,tt2262227
Into the Storm,50000000,150429371,200.86,"['Action', 'Adventure', 'Drama']",2014,8,tt2106361
The Judge,50000000,76119388,52.24,"['Crime', 'Drama']",2014,10,tt1872194
War Dogs,50000000,86234503,72.47,"['Comedy', 'Crime', 'Drama']",2016,8,tt2005151
The Nice Guys,50000000,59596747,19.19,"['Action', 'Comedy', 'Crime']",2016,5,tt3799694
Marmaduke,50000000,89895930,79.79,"['Comedy', 'Family']",2010,6,tt1392197
Hereafter,50000000,108660270,117.32,"['Drama', 'Fantasy', 'Romance']",2010,10,tt1212419
Zoolander 2,50000000,55348693,10.7,['Comedy'],2016,2,tt1608290
The Host,50000000,64477051,28.95,"['Action', 'Adventure', 'Drama']",2013,3,tt1517260
Run All Night,50000000,66961644,33.92,"['Action', 'Drama', 'Thriller']",2015,3,tt2199571
Your Highness,50000000,26121638,-47.76,"['Adventure', 'Comedy', 'Fantasy']",2011,4,tt1240982
Snowden,50000000,35380918,-29.24,"['Biography', 'Drama', 'Thriller']",2016,9,tt3774114
Dream House,50000000,41642166,-16.72,"['Drama', 'Mystery', 'Thriller']",2011,9,tt1462041
Free State of Jones,50000000,23237252,-53.53,"['Action', 'Biography', 'Drama']",2016,6,tt1124037
Beautiful Creatures,50000000,60282876,20.57,"['Drama', 'Fantasy', 'Romance']",2013,2,tt1559547
Drive Angry,50000000,41042583,-17.91,"['Action', 'Fantasy', 'Thriller']",2011,2,tt1502404
Early Man,50000000,45285890,-9.43,"['Adventure', 'Animation', 'Comedy']",2018,2,tt4701724
Child 44,50000000,8004221,-83.99,"['Crime', 'Drama', 'History']",2015,4,tt1014763
Upside Down,50000000,26387039,-47.23,"['Drama', 'Fantasy', 'Romance']",2013,3,tt1374992
Shanghai,50000000,15505922,-68.99,['Drama'],2015,10,tt5424576
Chappie,49000000,105002056,114.29,"['Action', 'Crime', 'Drama']",2015,3,tt1823672
Anna Karenina,49000000,71004627,44.91,"['Drama', 'Romance']",2012,11,tt1781769
Taken 3,48000000,327656424,582.62,"['Action', 'Thriller']",2015,1,tt2446042
Instant Family,48000000,119736188,149.45,"['Comedy', 'Drama']",2018,11,tt7401588
Tooth Fairy,48000000,112610386,134.6,"['Comedy', 'Family', 'Fantasy']",2010,1,tt0808510
The Infiltrator,47500000,20718104,-56.38,"['Biography', 'Crime', 'Drama']",2016,7,tt1355631
Arrival,47000000,203127894,332.19,"['Drama', 'Mystery', 'Sci-Fi']",2016,11,tt2543164
Jonah Hex,47000000,11022696,-76.55,"['Action', 'Drama', 'Fantasy']",2010,6,tt1075747
Silence,46500000,23726626,-48.97,"['Adventure', 'Drama', 'History']",2016,12,tt0490215
Prisoners,46000000,113402302,146.53,"['Crime', 'Drama', 'Mystery']",2013,9,tt1392214
Taken 2,45000000,377807404,739.57,"['Action', 'Thriller']",2012,10,tt1397280
Pitch Perfect 3,45000000,185736412,312.75,"['Comedy', 'Music']",2017,12,tt4765284
The Muppets,45000000,160971922,257.72,"['Adventure', 'Comedy', 'Family']",2011,11,tt1204342
The Girl on the Train,45000000,174278214,287.28,"['Crime', 'Drama', 'Mystery']",2016,10,tt3631112
The Bounty Hunter,45000000,135808837,201.8,"['Action', 'Comedy', 'Romance']",2010,3,tt1038919
Office Christmas Party,45000000,91323299,102.94,['Comedy'],2016,12,tt1711525
Savages,45000000,82513490,83.36,"['Crime', 'Drama', 'Thriller']",2012,7,tt1615065
Blended,45000000,127990741,184.42,"['Comedy', 'Romance']",2014,5,tt1086772
All Eyez on Me,45000000,54876855,21.95,"['Biography', 'Drama', 'Music']",2017,6,tt1666185
UglyDolls,45000000,24644664,-45.23,"['Adventure', 'Animation', 'Comedy']",2019,5,tt1946502
The Ghost Writer,45000000,65532491,45.63,"['Drama', 'Mystery', 'Thriller']",2010,2,tt1139328
Dredd,45000000,41467606,-7.85,"['Action', 'Crime', 'Sci-Fi']",2012,9,tt1343727
The Rum Diary,45000000,21544732,-52.12,"['Comedy', 'Drama']",2011,10,tt0376136
Welcome to Marwen,45000000,12874922,-71.39,"['Biography', 'Comedy', 'Drama']",2018,12,tt3289724
Johnny English Reborn,45000000,164640401,265.87,"['Action', 'Adventure', 'Comedy']",2011,10,tt1634122
Argo,44500000,227140757,410.43,"['Biography', 'Drama', 'Thriller']",2012,10,tt1024648
Charlie St. Cloud,44000000,48478084,10.18,"['Drama', 'Fantasy', 'Romance']",2010,7,tt1438254
The Interview,44000000,12342632,-71.95,['Comedy'],2014,2,tt2788710
The Heat,43000000,229727774,434.25,"['Action', 'Comedy', 'Crime']",2013,6,tt2404463
A Monster Calls,43000000,46414530,7.94,"['Animation', 'Drama', 'Fantasy']",2017,1,tt3416532
The Mechanic,42500000,76347393,79.64,"['Action', 'Crime', 'Thriller']",2011,1,tt0472399
21 Jump Street,42000000,202812429,382.89,"['Action', 'Comedy', 'Crime']",2012,3,tt1232829
Snatched,42000000,57852177,37.74,['Drama'],2017,5,tt10065960
Here Comes the Boom,42000000,73239258,74.38,"['Action', 'Comedy', 'Sport']",2012,10,tt1648179
Red Riding Hood,42000000,91678442,118.28,"['Fantasy', 'Horror', 'Mystery']",2011,3,tt1486185
Holmes & Watson,42000000,41926605,-0.17,"['Adventure', 'Comedy', 'Crime']",2018,12,tt1255919
One for the Money,42000000,36197221,-13.82,"['Action', 'Comedy', 'Crime']",2012,1,tt1598828
Man on a Ledge,42000000,49621440,18.15,"['Action', 'Adventure', 'Crime']",2012,1,tt1568338
The Warrior's Way,42000000,8514325,-79.73,"['Action', 'Fantasy', 'Western']",2010,12,tt1032751
Rocketman,41000000,108642725,164.98,"['Biography', 'Drama', 'Music']",2019,5,tt2066051
The Big Year,41000000,7684524,-81.26,['Comedy'],2011,10,tt1053810
American Hustle,40000000,257878294,544.7,"['Crime', 'Drama']",2013,12,tt1800241
Lone Survivor,40000000,149804632,274.51,"['Action', 'Biography', 'Drama']",2013,12,tt1091191
The Social Network,40000000,224922135,462.31,"['Biography', 'Drama']",2010,10,tt1285016
Ride Along 2,40000000,124827316,212.07,"['Action', 'Comedy', 'Crime']",2016,1,tt2869728
Get Hard,40000000,106511453,166.28,"['Comedy', 'Crime']",2015,3,tt2561572
The Accountant,40000000,152962083,282.41,"['Action', 'Crime', 'Drama']",2016,10,tt2140479
Dumb and Dumber To,40000000,156553592,291.38,"['Adventure', 'Comedy']",2014,11,tt2096672
The Other Woman,40000000,195111193,387.78,"['Comedy', 'Romance']",2014,4,tt2203939
The Intern,40000000,197115710,392.79,"['Comedy', 'Drama']",2015,9,tt2361509
Bridge of Spies,40000000,162498338,306.25,"['Drama', 'History', 'Thriller']",2015,10,tt3682448
The House with a Clock in its Walls,40000000,126331750,215.83,"['Comedy', 'Fantasy', 'Horror']",2018,9,tt2119543
Hacksaw Ridge,40000000,168904682,322.26,"['Biography', 'Drama', 'History']",2016,11,tt2119532
Unknown,40000000,136123083,240.31,"['Action', 'Mystery', 'Thriller']",2011,2,tt1401152
Get Him to the Greek,40000000,91455875,128.64,"['Adventure', 'Comedy', 'Music']",2010,6,tt1226229
The Lincoln Lawyer,40000000,87145086,117.86,"['Crime', 'Drama', 'Thriller']",2011,3,tt1189340
Escape From Planet Earth,40000000,74156610,85.39,"['Adventure', 'Animation', 'Comedy']",2013,2,tt0765446
Horrible Bosses 2,40000000,105945357,164.86,"['Comedy', 'Crime']",2014,11,tt2170439
Predators,40000000,127234389,218.09,"['Action', 'Adventure', 'Sci-Fi']",2010,7,tt1424381
The Odd Life of Timothy Green,40000000,55249159,38.12,"['Comedy', 'Drama', 'Family']",2012,8,tt1462769
Jersey Boys,40000000,65282732,63.21,"['Biography', 'Drama', 'Music']",2014,6,tt1742044
A Million Ways to Die in The West,40000000,86778557,116.95,"['Comedy', 'Western']",2014,5,tt2557490
Final Destination 5,40000000,155011165,287.53,['Horror'],2011,8,tt1622979
Widows,40000000,73866088,84.67,"['Crime', 'Drama', 'Thriller']",2018,11,tt4218572
Sex Tape,40000000,126069509,215.17,"['Comedy', 'Romance']",2014,7,tt1956620
Scream 4,40000000,95989590,139.97,"['Horror', 'Mystery']",2011,4,tt1262416
Paul,40000000,101162106,152.91,"['Adventure', 'Comedy', 'Sci-Fi']",2011,3,tt1092026
The Guilt Trip,40000000,41294674,3.24,"['Comedy', 'Drama']",2012,12,tt1694020
Colombiana,40000000,72295262,80.74,"['Action', 'Drama', 'Thriller']",2011,8,tt1657507
The Commuter,40000000,101985431,154.96,"['Action', 'Mystery', 'Thriller']",2018,1,tt1590193
Arthur,40000000,47787943,19.47,"['Comedy', 'Romance']",2011,4,tt1334512
Patriots Day,40000000,52837989,32.09,"['Action', 'Crime', 'Drama']",2016,12,tt4572514
Morning Glory,40000000,59795070,49.49,"['Comedy', 'Drama', 'Romance']",2010,11,tt1126618
Long Shot,40000000,43711031,9.28,"['Comedy', 'Romance']",2019,5,tt2139881
Grudge Match,40000000,69807260,74.52,"['Comedy', 'Drama', 'Sport']",2013,12,tt1661382
The Nut Job 2: Nutty by Nature,40000000,57438389,43.6,"['Adventure', 'Animation', 'Comedy']",2017,8,tt3486626
Resident Evil: The Final Chapter,40000000,314101190,685.25,"['Action', 'Horror', 'Sci-Fi']",2017,1,tt2592614
The House,40000000,31192425,-22.02,"['Comedy', 'Crime']",2017,6,tt4481514
Season of the Witch,40000000,91126600,127.82,"['Action', 'Adventure', 'Fantasy']",2011,1,tt0479997
Mechanic: Resurrection,40000000,109738840,174.35,"['Action', 'Adventure', 'Thriller']",2016,8,tt3522806
Big Miracle,40000000,25268680,-36.83,"['Biography', 'Drama', 'Family']",2012,2,tt1430615
The Impossible,40000000,169590606,323.98,"['Drama', 'History', 'Thriller']",2012,12,tt1649419
A Thousand Words,40000000,20790486,-48.02,"['Comedy', 'Drama']",2012,3,tt0763831
The Gunman,40000000,18594227,-53.51,"['Action', 'Crime', 'Drama']",2015,3,tt2515034
Paranoia,40000000,16340767,-59.15,"['Drama', 'Thriller']",2013,8,tt1413495
Baahubali: The Beginning,40000000,26736665,-33.16,"['Action', 'Drama']",2015,7,tt2631186
The Hurricane Heist,40000000,30963684,-22.59,"['Action', 'Adventure', 'Crime']",2018,3,tt5360952
Victor Frankenstein,40000000,31124367,-22.19,"['Drama', 'Horror', 'Sci-Fi']",2015,11,tt1976009
Snowpiercer,40000000,88069880,120.17,"['Action', 'Drama', 'Sci-Fi']",2014,6,tt1706620
Frankenweenie,39000000,81150788,108.08,"['Animation', 'Comedy', 'Family']",2012,10,tt1142977
Serenity,25000000,11367029,-54.53,"['Drama', 'Mystery', 'Sci-Fi']",2019,1,tt6476140
Captain Underpants: The First Epic Movie,38000000,126577874,233.1,"['Action', 'Animation', 'Comedy']",2017,6,tt2091256
Paul Blart: Mall Cop 2,38000000,107650646,183.29,"['Action', 'Comedy', 'Crime']",2015,4,tt3450650
Why Him?,38000000,117425156,209.01,['Comedy'],2016,12,tt4501244
Water for Elephants,38000000,116809717,207.39,"['Drama', 'Romance']",2011,4,tt1067583
Life as We Know It,38000000,105887837,178.65,"['Comedy', 'Drama', 'Romance']",2010,10,tt1055292
Riddick,38000000,94763758,149.38,"['Action', 'Adventure', 'Sci-Fi']",2013,9,tt1411250
The 5th Wave,38000000,111336398,192.99,"['Action', 'Adventure', 'Drama']",2016,1,tt2304933
Push,38000000,49678401,30.73,"['Comedy', 'Drama']",2009,2,tt1769322
Rush,38000000,98230839,158.5,"['Action', 'Biography', 'Drama']",2013,9,tt1979320
Only the Brave,38000000,24555177,-35.38,"['Action', 'Biography', 'Drama']",2017,10,tt3829920
The Thing,38000000,27573078,-27.44,"['Horror', 'Mystery', 'Sci-Fi']",2011,10,tt0905372
The Sisters Brothers,38000000,13143056,-65.41,"['Adventure', 'Comedy', 'Crime']",2018,9,tt4971344
What to Expect When You're Expecting,37500000,88473016,135.93,"['Comedy', 'Drama', 'Romance']",2012,5,tt1586265
The Master,37500000,50647416,35.06,['Drama'],2012,9,tt1560747
We're the Millers,37000000,267816276,623.83,"['Comedy', 'Crime']",2013,8,tt1723121
Creed,37000000,173567581,369.1,"['Drama', 'Sport']",2015,11,tt3076658
